CycleStepDataType,1,DataType
SystemCycleStatusEventType,2,ObjectType
SystemCycleStatusEventType_EventId,3,Variable
SystemCycleStatusEventType_EventType,4,Variable
SystemCycleStatusEventType_SourceNode,5,Variable
SystemCycleStatusEventType_SourceName,6,Variable
SystemCycleStatusEventType_Time,7,Variable
SystemCycleStatusEventType_ReceiveTime,8,Variable
SystemCycleStatusEventType_LocalTime,9,Variable
SystemCycleStatusEventType_Message,10,Variable
SystemCycleStatusEventType_Severity,11,Variable
SystemCycleStatusEventType_CycleId,12,Variable
SystemCycleStatusEventType_CurrentStep,13,Variable
SystemCycleStartedEventType,14,ObjectType
SystemCycleStartedEventType_EventId,15,Variable
SystemCycleStartedEventType_EventType,16,Variable
SystemCycleStartedEventType_SourceNode,17,Variable
SystemCycleStartedEventType_SourceName,18,Variable
SystemCycleStartedEventType_Time,19,Variable
SystemCycleStartedEventType_ReceiveTime,20,Variable
SystemCycleStartedEventType_LocalTime,21,Variable
SystemCycleStartedEventType_Message,22,Variable
SystemCycleStartedEventType_Severity,23,Variable
SystemCycleStartedEventType_CycleId,24,Variable
SystemCycleStartedEventType_CurrentStep,25,Variable
SystemCycleStartedEventType_Steps,26,Variable
SystemCycleAbortedEventType,27,ObjectType
SystemCycleAbortedEventType_EventId,28,Variable
SystemCycleAbortedEventType_EventType,29,Variable
SystemCycleAbortedEventType_SourceNode,30,Variable
SystemCycleAbortedEventType_SourceName,31,Variable
SystemCycleAbortedEventType_Time,32,Variable
SystemCycleAbortedEventType_ReceiveTime,33,Variable
SystemCycleAbortedEventType_LocalTime,34,Variable
SystemCycleAbortedEventType_Message,35,Variable
SystemCycleAbortedEventType_Severity,36,Variable
SystemCycleAbortedEventType_CycleId,37,Variable
SystemCycleAbortedEventType_CurrentStep,38,Variable
SystemCycleAbortedEventType_Error,39,Variable
SystemCycleFinishedEventType,40,ObjectType
SystemCycleFinishedEventType_EventId,41,Variable
SystemCycleFinishedEventType_EventType,42,Variable
SystemCycleFinishedEventType_SourceNode,43,Variable
SystemCycleFinishedEventType_SourceName,44,Variable
SystemCycleFinishedEventType_Time,45,Variable
SystemCycleFinishedEventType_ReceiveTime,46,Variable
SystemCycleFinishedEventType_LocalTime,47,Variable
SystemCycleFinishedEventType_Message,48,Variable
SystemCycleFinishedEventType_Severity,49,Variable
SystemCycleFinishedEventType_CycleId,50,Variable
SystemCycleFinishedEventType_CurrentStep,51,Variable
CycleStepDataType_Encoding_DefaultBinary,52,Object
SimpleEvents_BinarySchema,53,Variable
SimpleEvents_BinarySchema_DataTypeVersion,54,Variable
SimpleEvents_BinarySchema_NamespaceUri,55,Variable
SimpleEvents_BinarySchema_Deprecated,56,Variable
SimpleEvents_BinarySchema_CycleStepDataType,57,Variable
SimpleEvents_BinarySchema_CycleStepDataType_DataTypeVersion,58,Variable
SimpleEvents_BinarySchema_CycleStepDataType_DictionaryFragment,59,Variable
CycleStepDataType_Encoding_DefaultXml,60,Object
SimpleEvents_XmlSchema,61,Variable
SimpleEvents_XmlSchema_DataTypeVersion,62,Variable
SimpleEvents_XmlSchema_NamespaceUri,63,Variable
SimpleEvents_XmlSchema_Deprecated,64,Variable
SimpleEvents_XmlSchema_CycleStepDataType,65,Variable
SimpleEvents_XmlSchema_CycleStepDataType_DataTypeVersion,66,Variable
SimpleEvents_XmlSchema_CycleStepDataType_DictionaryFragment,67,Variable
CycleStepDataType_Encoding_DefaultJson,68,Object
